      1	  -0.10	   0.84	 -0.075	1.00042	  -0.59	   0.88	 -0.101	1.00013			#	   0.01	  35.76	
      2	   0.69	   0.28	  0.006	1.00031	   0.47	   0.40	 -0.030	0.99999			#	   0.03	  37.02	
      3	   0.36	   0.60	 -0.039	1.00025	   0.20	   0.68	 -0.049	1.00050			#	   0.03	  36.55	
      4	  -0.22	   0.08	 -0.022	1.00040	  -0.49	   0.27	 -0.024	1.00058			#	   0.03	  36.94	
      5	  -0.02	   0.04	 -0.004	1.00032	  -0.24	  -0.03	  0.022	1.00045			#	   0.02	  38.41	
      6	   0.65	  -0.59	  0.039	1.00023	   0.17	  -0.13	  0.005	1.00039			#	   0.03	  36.98	
      7	  -0.04	  -0.19	  0.055	1.00020	   0.06	  -0.43	  0.053	1.00057			#	   0.03	  36.59	
      8	  -0.35	  -0.48	 -0.096	1.00044	  -0.73	  -0.26	 -0.030	1.00035			#	   0.04	  36.81	
      9	   0.35	  -0.62	 -0.109	1.00024	  -0.10	  -0.48	 -0.123	1.00026			#	   0.05	  36.50	
     10	  -0.49	  -0.74	  0.015	1.00015	  -0.41	  -0.75	 -0.037	1.00002			#	   0.03	  35.94	
     11	  -0.79	  -0.75	  0.063	1.00035	  -0.98	  -0.70	  0.100	1.00007			#	   0.04	  36.68	
     12	  -0.36	  -0.79	 -0.036	1.00028	  -0.98	  -0.69	  0.017	1.00039			#	   0.04	  36.20	
     13	   0.03	  -0.88	  0.010	1.00020	  -0.35	  -0.77	 -0.034	1.00043			#	   0.04	  35.98	
     14	   0.46	  -1.03	  0.079	1.00017	   0.06	  -1.02	  0.039	1.00072			#	   0.06	  36.33	
     15	   0.33	  -1.10	 -0.002	1.00013	   0.20	  -1.02	  0.009	1.00104			#	   0.05	  36.72	
     16	  -0.35	  -1.33	 -0.043	1.00025	  -0.40	  -1.17	 -0.045	1.00102			#	   0.05	  35.42	
     17	  -0.32	  -1.70	  0.062	1.00014	  -0.60	  -1.82	  0.064	1.00070			#	   0.07	  36.07	
     18	  -0.70	  -2.01	  0.123	1.00022	  -0.96	  -1.97	  0.131	1.00054			#	   0.09	  35.72	
     19	  -0.76	  -1.58	  0.069	1.00023	  -0.95	  -1.59	  0.119	1.00031			#	   0.07	  36.50	
     20	  -0.32	  -1.98	 -0.006	1.00010	  -0.77	  -1.75	  0.017	1.00049			#	   0.07	  36.81	
     21	  -0.35	  -1.73	 -0.001	1.00011	  -0.65	  -1.68	 -0.000	1.00068			#	   0.06	  36.98	
     22	   0.16	  -1.86	 -0.062	0.99994	  -0.25	  -1.70	 -0.058	1.00073			#	   0.07	  36.50	
     23	   0.50	  -1.49	 -0.092	0.99968	   0.26	  -1.60	 -0.128	0.99998			#	   0.06	  37.07	
     24	   0.23	  -1.98	 -0.027	1.00028	   0.14	  -1.75	 -0.071	1.00026			#	   0.07	  38.24	
     25	   0.38	  -1.99	  0.051	1.00012	   0.15	  -2.02	  0.056	1.00041			#	   0.08	  37.11	
     26	   0.71	  -1.54	 -0.029	1.00018	   0.22	  -1.49	 -0.030	1.00042			#	   0.06	  37.67	
     27	   1.70	  -2.00	  0.034	0.99994	   0.93	  -1.88	 -0.047	1.00068			#	   0.10	  35.81	
     28	   1.85	  -1.76	  0.080	0.99994	   2.12	  -1.83	  0.008	1.00039			#	   0.11	  35.55	
     29	   0.39	  -1.60	  0.046	1.00025	   0.17	  -1.65	  0.060	1.00046			#	   0.08	  36.72	
     30	   1.26	  -1.91	  0.038	1.00019	   0.84	  -1.90	  0.046	1.00036			#	   0.10	  34.81	
     31	   1.21	  -1.68	  0.032	0.99995	   1.03	  -1.70	  0.009	1.00028			#	   0.08	  36.98	
     32	   0.75	  -1.55	  0.007	1.00016	   0.61	  -1.43	 -0.016	1.00068			#	   0.07	  36.63	
     33	   0.61	  -1.82	  0.103	1.00007	   0.40	  -2.03	  0.104	1.00068			#	   0.09	  37.20	
     34	   0.39	  -1.44	 -0.003	1.00011	   0.30	  -1.58	  0.040	1.00037			#	   0.07	  37.98	
     35	   0.24	  -1.71	 -0.062	1.00021	   0.19	  -1.48	 -0.056	1.00016			#	   0.07	  38.50	
     36	   0.38	  -1.58	  0.004	1.00011	   0.03	  -1.62	 -0.002	0.99998			#	   0.06	  38.41	
     37	   0.06	  -1.26	 -0.013	1.00007	   0.13	  -1.37	 -0.008	1.00000			#	   0.05	  39.58	
     38	  -0.20	  -1.09	 -0.026	1.00017	  -0.41	  -0.93	 -0.018	0.99988			#	   0.04	  39.24	
     39	  -0.02	  -0.89	 -0.001	1.00007	  -0.22	  -0.97	  0.014	0.99995			#	   0.04	  40.23	
     40	   0.22	  -0.61	 -0.036	1.00009	   0.06	  -0.55	 -0.040	0.99998			#	   0.04	  41.15	
     41	  -0.09	  -0.59	 -0.002	1.00005	  -0.14	  -0.62	 -0.030	1.00016			#	   0.03	  40.41	
     42	   0.08	  -0.39	  0.010	1.00010	  -0.13	  -0.64	  0.012	1.00021			#	   0.03	  41.06	
     43	   0.65	  -0.55	 -0.033	1.00012	   0.28	  -0.31	 -0.036	0.99990			#	   0.04	  40.76	
     44	   1.41	  -0.59	 -0.060	1.00008	   0.82	  -0.53	 -0.111	0.99999			#	   0.07	  38.93	
     45	   2.35	  -0.09	 -0.043	0.99977	   2.17	  -0.16	 -0.142	1.00018			#	   0.08	  37.80	
