      1	   0.28	   0.03	  0.017	1.00058	   0.88	  -0.33	  0.027	0.99895			#	   0.66	  31.86	
      2	   1.19	  -0.86	 -0.012	1.00049	   1.70	  -0.65	  0.035	0.99935			#	   1.24	  28.56	
      3	   1.05	  -0.96	 -0.080	1.00052	   2.10	  -1.92	 -0.204	1.00074			#	   0.87	  27.13	
      4	   1.06	  -1.51	 -0.069	1.00043	   2.47	  -2.39	 -0.191	1.00058			#	   0.82	  27.34	
      5	   0.57	  -1.52	 -0.018	0.99957	   3.66	  -7.18	 -0.043	0.99847			#	   2.76	  13.98	
      6	   0.37	  -1.67	  0.100	0.99901	   1.98	  -4.64	  0.189	0.99767			#	   1.15	  18.97	
      7	  -2.45	  -1.46	  0.133	1.00366	  -1.09	  -1.49	  0.233	0.99921			#	   0.81	  26.82	
      8	  -5.30	   0.33	 -0.034	1.00791	  -1.93	   2.91	  0.198	1.00435			#	   1.02	  19.53	
      9	  -1.42	  -0.08	  0.001	1.00122	  -2.78	   0.03	  0.108	1.00023			#	   0.43	  27.30	
     10	   0.37	   0.10	 -0.058	0.99979	   0.97	  -0.15	 -0.044	0.99879			#	   0.23	  33.07	
     11	   0.64	  -0.85	 -0.041	1.00003	   2.10	  -0.94	 -0.071	0.99897			#	   0.35	  31.12	
     12	   0.60	  -0.81	 -0.002	1.00062	   0.49	  -1.23	  0.052	1.00021			#	   0.39	  30.43	
     13	  -0.63	  -0.49	  0.023	1.00065	  -0.25	  -0.76	  0.076	1.00037			#	   0.26	  31.16	
     14	  -0.32	  -0.74	  0.023	1.00040	  -0.67	  -0.80	  0.071	1.00000			#	   0.42	  33.20	
     15	   0.23	  -0.73	 -0.018	1.00013	   0.41	  -1.07	  0.010	0.99998			#	   0.46	  32.68	
     16	   0.19	  -0.85	 -0.032	1.00037	   0.41	  -1.16	 -0.039	1.00037			#	   0.54	  31.38	
     17	  -0.17	  -1.22	  0.015	1.00048	  -0.29	  -1.30	  0.029	1.00003			#	   0.67	  31.03	
     18	   0.29	  -1.19	  0.075	0.99992	   0.35	  -1.76	  0.103	0.99987			#	   0.88	  30.95	
     19	   0.10	  -1.18	  0.081	1.00031	   0.33	  -1.24	  0.120	1.00043			#	   0.75	  30.43	
     20	  -2.87	  -2.13	  0.191	1.00382	  -2.04	  -0.60	  0.163	1.00104			#	   1.20	  26.39	
     21	  -1.78	  -1.70	  0.204	1.00163	  -3.37	  -1.77	  0.233	1.00148			#	   1.17	  28.21	
     22	  -0.10	  -1.51	  0.119	1.00018	  -0.76	  -1.55	  0.175	0.99976			#	   0.78	  32.12	
