      1	   2.16	   0.00	 -0.014	0.99976							#	   0.09	  19.95	
      2	   3.83	   1.29	 -0.022	0.99980							#	   0.81	  13.99	
      3	   6.35	  -0.29	 -0.009	0.99955							#	   1.68	  13.84	
      4	   7.99	  -0.01	  0.000	0.99991							#	   1.53	  11.97	
      5	  11.61	   0.81	 -0.008	1.00038							#	   2.13	  13.08	
      6	   8.96	   0.30	 -0.014	0.99967							#	   1.19	  12.47	
      7	  12.65	  -1.18	 -0.018	0.99999							#	   2.31	   9.75	
      8	  20.30	  -0.26	  0.022	0.99927							#	   3.25	  10.81	
      9	  21.00	  -0.81	  0.009	1.00068							#	   2.26	  12.32	
     10	  19.89	  -0.30	  0.001	1.00018							#	   2.84	  11.36	
     11	  16.98	  -0.87	  0.022	1.00020							#	   1.92	   9.44	
     12	  17.21	   1.36	  0.003	0.99973							#	   2.07	  11.21	
     13	  16.34	  -2.13	  0.029	1.00155							#	   2.23	  11.77	
     14	  15.46	  -0.71	  0.008	1.00067							#	   2.03	  12.73	
     15	  13.67	  -0.18	  0.018	1.00004							#	   1.46	  18.54	
     16	  11.42	  -0.24	  0.022	1.00004							#	   1.14	  20.10	
     17	   9.33	  -0.21	  0.002	1.00017							#	   0.94	  21.21	
     18	   8.50	  -1.22	  0.004	1.00012							#	   0.87	  20.76	
     19	   6.43	  -1.69	  0.006	0.99992							#	   0.66	  17.47	
     20	   6.68	  -0.75	  0.003	1.00007							#	   0.66	  17.42	
     21	   6.90	  -0.02	  0.014	0.99975							#	   0.82	  16.36	
     22	   8.99	   1.51	  0.026	0.99907							#	   1.73	   8.54	
     23	  10.97	  -1.41	  0.036	0.99944							#	   1.16	  13.13	
     24	   9.11	   0.04	  0.021	1.00012							#	   0.99	  21.01	
     25	   5.75	   0.51	  0.012	1.00003							#	   0.48	  20.76	
     26	   5.03	   0.28	  0.008	1.00021							#	   0.42	  22.83	
     27	   2.42	  -1.47	  0.008	1.00022							#	   0.19	  21.72	
     28	   1.28	  -1.28	  0.003	1.00038							#	   0.12	  20.05	
     29	   1.35	  -3.00	  0.009	1.00014							#	   0.27	  23.69	
     30	   1.74	  -1.81	  0.009	1.00008							#	   0.26	  20.76	
     31	   2.22	  -1.46	  0.003	1.00022							#	   0.30	  25.10	
     32	   2.89	  -0.81	  0.008	1.00009							#	   0.35	  25.71	
     33	   2.54	  -0.34	  0.012	1.00017							#	   0.29	  24.70	
     34	   2.23	  -0.84	  0.013	1.00008							#	   0.25	  24.29	
     35	   2.06	  -0.04	  0.008	1.00007							#	   0.21	  26.62	
     36	   2.45	  -1.60	  0.014	1.00003							#	   0.31	  24.75	
     37	   2.45	  -2.76	  0.012	1.00003							#	   0.46	  23.84	
     38	   1.84	  -2.96	  0.011	1.00005							#	   0.42	  24.70	
     39	   2.23	  -1.88	  0.016	1.00006							#	   0.35	  24.65	
     40	   2.02	  -3.83	  0.004	1.00009							#	   0.62	  24.44	
     41	   2.90	  -0.55	  0.012	1.00010							#	   0.38	  23.48	
     42	   1.67	  -1.24	  0.008	1.00000							#	   0.25	  21.97	
     43	   0.88	   0.16	  0.010	1.00004							#	   0.18	  25.00	
     44	   1.37	  -0.73	  0.003	1.00006							#	   0.28	  23.08	
     45	   0.43	  -0.54	  0.003	0.99996							#	   0.24	  23.54	
     46	   1.14	  -0.52	  0.004	0.99995							#	   0.24	  23.69	
     47	   3.01	  -0.16	  0.010	1.00006							#	   0.35	  25.76	
     48	   2.52	  -1.67	  0.013	1.00007							#	   0.32	  24.24	
     49	   2.39	  -1.02	  0.012	1.00018							#	   0.27	  24.29	
     50	   1.59	   0.61	  0.009	0.99993							#	   0.16	  26.16	
     51	   1.46	  -0.23	  0.008	1.00001							#	   0.12	  26.16	
     52	   0.81	  -0.17	  0.001	0.99993							#	   0.06	  28.69	
     53	   1.43	  -2.36	 -0.000	0.99993							#	   0.24	  24.95	
     54	   1.46	  -0.74	  0.000	1.00007							#	   0.10	  25.51	
     55	   0.64	  -1.09	  0.004	0.99998							#	   0.08	  26.62	
     56	   1.81	  -1.50	  0.003	1.00004							#	   0.17	  25.30	
     57	   0.20	  -0.44	  0.016	1.00005							#	   0.04	  26.77	
     58	  -0.25	  -1.53	  0.012	0.99991							#	   0.10	  25.51	
     59	  -0.57	  -0.31	  0.010	1.00010							#	   0.04	  28.33	
     60	  -0.46	   0.03	  0.009	1.00005							#	   0.05	  25.40	
     61	  -0.39	   0.31	  0.000	0.99981							#	   0.04	  28.89	
     62	  -0.00	  -1.00	 -0.002	0.99990							#	   0.06	  28.03	
     63	  -0.05	  -0.84	  0.003	1.00028							#	   0.06	  27.47	
     64	  -0.34	  -0.84	 -0.002	1.00032							#	   0.05	  26.82	
     65	  -0.22	  -0.24	  0.006	1.00001							#	   0.04	  28.03	
     66	   0.32	  -1.28	  0.008	1.00000							#	   0.08	  26.06	
     67	   0.03	  -0.98	  0.001	1.00000							#	   0.06	  26.87	
     68	  -0.33	  -0.30	 -0.000	1.00004							#	   0.04	  25.86	
     69	  -0.23	  -0.77	  0.005	0.99999							#	   0.05	  26.97	
     70	  -0.49	  -0.26	  0.002	1.00003							#	   0.04	  26.97	
     71	  -0.35	  -0.58	 -0.003	1.00002							#	   0.05	  27.63	
     72	  -0.22	  -0.42	  0.001	1.00004							#	   0.04	  28.64	
     73	   0.75	  -1.51	  0.000	0.99999							#	   0.10	  25.25	
     74	   0.48	   0.32	  0.001	1.00010							#	   0.04	  27.98	
     75	   0.66	   0.82	  0.000	1.00001							#	   0.06	  28.99	
     76	  -0.47	   0.54	  0.004	1.00000							#	   0.05	  27.17	
     77	   0.32	   0.37	  0.001	0.99991							#	   0.04	  29.75	
     78	   0.15	  -0.39	 -0.004	1.00008							#	   0.05	  29.49	
     79	  -0.48	   0.73	 -0.003	1.00017							#	   0.09	  26.82	
     80	   0.61	  -0.01	 -0.000	0.99995							#	   0.08	  30.66	
     81	  -0.13	  -0.06	  0.011	0.99984							#	   0.09	  29.90	
     82	   0.31	  -0.90	  0.000	1.00005							#	   0.10	  28.79	
     83	   0.54	   0.27	 -0.000	0.99985							#	  11.27	  26.36	
     84	  -0.46	  -1.28	  0.000	1.00011							#	   0.01	  23.38	
     85	  -0.33	  -0.46	 -0.001	0.99993							#	   0.01	  25.15	
     86	   0.45	  -0.19	 -0.000	0.99996							#	   0.01	  25.91	
     87	   0.25	   0.75	  0.006	1.00010							#	   0.01	  25.35	
     88	  -0.42	   0.12	  0.008	1.00001							#	   0.01	  25.91	
     89	  -0.35	  -0.22	  0.004	1.00005							#	   0.04	  24.65	
     90	  -0.51	  -0.82	 -0.002	0.99995							#	   0.07	  19.65	
     91	   0.07	   0.43	  0.001	1.00002							#	   0.05	  24.55	
     92	   0.61	  -0.35	  0.008	0.99990							#	   0.07	  22.73	
     93	  -0.01	  -1.04	  0.003	1.00009							#	   0.11	  24.44	
     94	  -0.51	   1.30	 -0.001	0.99997							#	   0.09	  22.73	
     95	  -1.05	  -0.06	 -0.004	0.99986							#	   0.08	  23.18	
     96	  -0.62	  -0.77	 -0.002	0.99998							#	   0.08	  21.92	
     97	  -0.00	   0.10	 -0.001	0.99995							#	   0.05	  26.62	
     98	   0.10	  -1.23	  0.003	1.00002							#	   0.09	  23.59	
     99	  -0.54	   0.50	  0.002	1.00009							#	   0.08	  21.26	
    100	  -0.41	   0.78	  0.002	0.99998							#	   0.09	  21.41	
