      1	  -1.07	  -3.30	 -0.003	1.00005							#	   0.16	  89.49	
      2	   0.38	   0.34	  0.004	1.00015							#	   0.18	  88.69	
      3	  -0.59	  -0.37	 -0.010	0.99991							#	   0.27	  86.97	
      4	  -0.35	   0.18	  0.008	1.00013							#	   0.20	  76.52	
      5	  -0.51	   2.38	  0.002	0.99996							#	   0.27	  88.64	
      6	  -1.87	   1.47	  0.005	0.99989							#	   0.33	  90.10	
      7	  -1.55	  -0.42	 -0.005	0.99991							#	   0.22	  80.45	
      8	   0.46	   1.89	  0.014	1.00002							#	   0.21	  88.94	
      9	   1.55	  -1.56	 -0.028	1.00007							#	   0.28	  54.19	
     10	   0.80	  -4.17	  0.030	0.99962							#	   0.70	  44.60	
     11	   0.05	   0.09	 -0.000	1.00005							#	   0.09	  82.83	
     12	  -0.44	   0.72	  0.006	1.00026							#	   0.14	  75.00	
     13	  -0.40	   6.62	 -0.014	1.00012							#	   1.46	  64.44	
     14	   1.04	  -0.45	  0.002	0.99999							#	   0.08	  81.46	
     15	   0.99	  -0.71	  0.002	0.99981							#	   0.16	  52.93	
     16	  -0.10	   3.04	  0.032	0.99996							#	   0.20	  43.43	
     17									skipped	n_scene	#	  94.35	   0.76	
     18									skipped	n_scene	#	  71.63	   0.20	
     19									skipped	n_scene	#	  52.87	   0.96	
     20									skipped	n_scene	#	  55.61	   4.24	
     21									skipped	n_scene	#	  57.54	   3.23	
     22									skipped	n_scene	#	  59.11	   3.03	
     23									skipped	n_scene	#	  56.16	   3.79	
     24									skipped	n_scene	#	  52.34	   5.20	
     25									skipped	n_scene	#	  54.62	   2.32	
     26									skipped	n_scene	#	  90.34	   0.10	
     27	   0.10	  -0.69	 -0.004	1.00012							#	   0.03	  85.40	
     28	   0.15	  -0.97	 -0.003	1.00006							#	   0.12	  85.05	
     29	  -0.13	  -0.75	 -0.004	1.00009							#	   0.12	  80.56	
     30	  -0.03	   0.55	  0.001	1.00010							#	   0.26	  79.44	
     31	  -0.34	  -0.01	 -0.004	0.99995							#	   0.07	  87.22	
     32	  -0.31	   0.06	 -0.000	0.99997							#	   0.07	  88.18	
     33	  -0.47	  -0.56	 -0.001	0.99987							#	   0.10	  84.04	
     34	  -0.17	  -0.42	 -0.003	1.00004							#	   0.09	  86.01	
     35	   0.16	   0.10	 -0.004	1.00003							#	   0.08	  88.28	
     36	  -0.42	  -0.17	 -0.001	0.99997							#	   0.08	  88.13	
     37	  -0.44	   0.10	 -0.005	0.99998							#	   0.07	  88.94	
     38	  -0.65	   0.31	 -0.000	0.99987							#	   0.09	  86.01	
     39	  -0.41	  -0.18	 -0.002	0.99991							#	   0.08	  87.47	
     40	  -0.02	  -0.27	 -0.003	0.99999							#	   0.06	  90.35	
     41	  -0.70	  -0.11	 -0.003	0.99995							#	   0.09	  85.96	
     42	  -0.66	   0.08	 -0.001	0.99996							#	   0.08	  87.73	
     43	  -0.14	  -1.23	 -0.000	0.99994							#	   0.12	  89.95	
     44	  -0.09	  -0.66	 -0.001	0.99996							#	   0.06	  89.19	
     45	  -0.28	  -1.01	  0.000	0.99997							#	   0.11	  86.06	
