      1	  -0.21	  -0.09	 -0.033	0.99996	   0.09	   0.06	 -0.039	0.99994			#	   0.01	  81.73	
      2	  -1.14	   0.02	 -0.037	0.99995	  -1.25	  -0.08	 -0.015	0.99995			#	   0.05	  81.08	
      3	   0.08	  -0.02	 -0.042	0.99995	  -0.22	   0.08	 -0.056	1.00002			#	   0.03	  81.68	
      4	  -0.13	  -0.19	  0.019	0.99997	   0.16	  -0.25	  0.011	0.99992			#	   0.02	  81.81	
      5	  -0.61	   0.04	  0.003	0.99995	  -0.65	  -0.06	  0.020	0.99999			#	   0.03	  82.03	
      6	   0.35	   0.66	 -0.036	0.99997	   0.10	   0.43	 -0.033	0.99993			#	   0.04	  82.20	
      7	   1.82	   1.54	 -0.016	0.99995	   1.44	   1.27	 -0.045	0.99962			#	   0.14	  80.21	
      8	   2.21	   2.02	  0.043	0.99989	   2.47	   2.05	  0.014	0.99957			#	   0.22	  80.16	
      9	   0.05	   1.61	  0.022	1.00000	   0.67	   1.67	  0.039	0.99962			#	   0.08	  80.34	
     10	   0.32	   1.71	 -0.002	0.99987	  -0.50	   1.66	  0.003	0.99953			#	   0.10	  81.34	
     11	   1.20	   0.92	  0.006	0.99991	   2.12	   1.18	 -0.027	0.99975			#	   0.08	  79.60	
     12	  -2.52	  -0.05	  0.021	0.99996	  -2.07	   0.19	  0.060	0.99993			#	   0.16	  81.34	
     13	  -1.45	   0.39	 -0.026	0.99999	  -2.28	  -0.11	 -0.005	0.99995			#	   0.10	  81.64	
     14	   1.31	   2.09	 -0.042	0.99991	   0.83	   1.85	 -0.053	0.99948			#	   0.17	  80.86	
     15	   1.39	   2.27	 -0.027	0.99991	   1.68	   2.46	 -0.047	0.99947			#	   0.18	  81.34	
     16	   0.02	   0.56	  0.004	0.99989	   0.50	   1.15	  0.000	0.99975			#	   0.03	  81.60	
     17	  -1.39	   0.52	  0.035	1.00000	  -1.66	   0.12	  0.036	0.99977			#	   0.08	  81.64	
     18	   1.28	   1.25	  0.029	0.99993	   0.65	   1.47	  0.040	0.99974			#	   0.09	  81.77	
     19	  -0.52	  -0.02	 -0.021	0.99999	   0.80	   0.28	 -0.016	0.99999			#	   0.03	  83.25	
     20	  -2.34	   0.01	  0.007	1.00000	  -3.04	  -0.25	  0.016	1.00001			#	   0.16	  82.34	
     21	   0.42	   0.48	 -0.007	0.99989	   0.23	   0.70	  0.011	0.99983			#	   0.04	  81.38	
     22	  -0.85	   0.10	 -0.025	1.00005	  -0.82	  -0.06	 -0.032	1.00000			#	   0.05	  81.55	
     23	   0.36	  -0.01	  0.025	0.99994	   0.51	   0.33	  0.020	0.99992			#	   0.03	  81.51	
     24	  -1.87	  -0.60	 -0.064	1.00003	  -1.57	  -0.65	 -0.017	1.00008			#	   0.12	  81.73	
     25	   0.64	   0.10	 -0.009	1.00001	  -0.34	  -0.10	 -0.063	1.00003			#	   0.04	  82.68	
     26	   0.65	   0.11	  0.066	1.00007	   1.52	   0.27	  0.083	1.00000			#	   0.07	  80.82	
     27	  -0.92	   0.60	 -0.054	1.00002	  -1.41	   0.07	 -0.028	0.99987			#	   0.07	  81.77	
     28	   2.65	   1.09	 -0.007	0.99995	   2.25	   1.51	 -0.051	0.99980			#	   0.19	  80.73	
     29	  -0.54	  -0.84	 -0.037	1.00001	   1.00	  -0.46	 -0.024	1.00007			#	   0.05	  81.77	
     30	  -2.17	  -1.03	 -0.004	1.00005	  -2.61	  -1.20	  0.005	1.00019			#	   0.15	  82.25	
     31	   0.12	   0.08	 -0.034	1.00008	  -0.59	  -0.30	 -0.015	1.00006			#	   0.05	  80.03	
     32	   2.28	   0.89	 -0.063	0.99993	   2.12	   0.91	 -0.085	0.99976			#	   0.15	  80.60	
     33	   0.92	   0.16	 -0.069	1.00008	   1.84	   0.31	 -0.087	1.00001			#	   0.06	  81.03	
     34	  -0.53	  -0.03	 -0.011	1.00005	  -0.85	  -0.07	 -0.013	0.99998			#	   0.04	  81.60	
     35	   0.77	   0.67	 -0.021	1.00008	   0.56	   0.24	 -0.031	0.99998			#	   0.04	  80.51	
     36	   1.84	   1.30	 -0.017	0.99996	   1.78	   1.46	 -0.038	0.99972			#	   0.12	  80.51	
     37	   0.67	   0.64	 -0.047	1.00011	   1.28	   0.84	 -0.040	1.00002			#	   0.05	  81.47	
     38	   0.28	   0.17	 -0.057	1.00002	   0.09	   0.18	 -0.071	0.99995			#	   0.04	  81.73	
     39	   1.27	   0.31	  0.016	1.00013	   1.16	   0.30	 -0.012	1.00011			#	   0.07	  80.86	
     40	   0.92	   0.25	  0.013	1.00004	   1.11	   0.30	  0.019	1.00006			#	   0.05	  81.12	
     41	   0.41	   0.20	 -0.020	1.00004	   0.60	   0.12	 -0.012	0.99996			#	   0.03	  80.69	
     42	  -0.17	   0.90	 -0.010	1.00002	  -0.12	   0.59	 -0.013	0.99984			#	   0.05	  80.86	
     43	   1.13	   2.13	 -0.014	0.99998	   0.22	   1.82	 -0.025	0.99956			#	   0.17	  80.73	
     44	   2.50	   2.25	  0.036	0.99998	   3.13	   2.44	  0.007	0.99939			#	   0.27	  79.69	
     45	  -0.99	   1.16	 -0.020	1.00002	  -0.44	   1.41	  0.009	0.99974			#	   0.10	  79.56	
     46	   0.82	   0.82	  0.036	0.99997	  -0.06	   0.92	  0.001	0.99986			#	   0.05	  79.82	
     47	   0.02	  -0.14	  0.004	1.00006	   1.44	   0.26	  0.031	1.00001			#	   0.04	  81.34	
     48	  -3.17	  -0.93	 -0.041	1.00003	  -3.23	  -0.94	 -0.011	1.00020			#	   0.27	  80.30	
     49	  -1.83	   0.00	 -0.029	1.00011	  -2.25	  -0.24	 -0.017	1.00007			#	   0.12	  81.08	
     50	  -0.24	   1.01	 -0.010	0.99998	  -0.91	   0.69	 -0.020	0.99980			#	   0.07	  80.38	
     51	   1.71	   1.11	  0.024	1.00001	   2.03	   1.47	  0.003	0.99993			#	   0.13	  79.25	
     52	  -3.15	  -1.09	 -0.021	1.00006	  -1.52	  -0.54	  0.035	1.00012			#	   0.24	  80.95	
     53	  -3.60	  -0.37	 -0.074	1.00011	  -5.35	  -1.11	 -0.038	1.00026			#	   0.40	  80.34	
     54	   2.76	   1.26	 -0.013	0.99994	   2.41	   1.17	 -0.072	0.99965			#	   0.24	  79.30	
     55	  -1.22	   0.50	  0.004	0.99999	   0.08	   0.89	  0.029	0.99989			#	   0.07	  80.95	
     56	  -1.46	  -0.76	 -0.003	1.00007	  -1.98	  -0.59	  0.003	1.00023			#	   0.10	  80.12	
     57	  -1.30	  -0.77	 -0.012	1.00010	  -1.07	  -0.66	  0.007	1.00036			#	   0.08	  80.64	
     58	  -1.58	  -1.20	 -0.056	1.00002	  -1.56	  -1.04	 -0.035	1.00031			#	   0.13	  80.16	
     59	  -1.33	  -1.23	 -0.031	1.00009	  -1.46	  -1.48	 -0.044	1.00030			#	   0.12	  80.25	
     60	   0.01	  -0.09	  0.010	0.99994	  -0.32	  -0.24	  0.012	0.99996			#	   0.02	  81.90	
     61	   0.58	   0.52	  0.000	1.00012	   0.71	   0.17	 -0.006	1.00005			#	   0.04	  79.99	
     62	   0.95	   1.53	  0.014	0.99993	   0.64	   1.36	 -0.001	0.99960			#	   0.12	  76.95	
     63	   0.70	   1.02	 -0.016	1.00002	   1.21	   1.32	  0.007	0.99990			#	   0.07	  80.51	
     64	  -0.16	   0.66	 -0.049	0.99999	  -0.54	   0.57	 -0.064	0.99992			#	   0.06	  80.82	
     65	   1.23	  -0.05	  0.029	0.99998	   1.71	   0.38	  0.001	1.00008			#	   0.07	  79.08	
     66	  -2.00	  -0.95	 -0.003	1.00005	  -1.47	  -1.04	  0.029	1.00020			#	   0.15	  80.16	
     67	  -0.89	   0.17	 -0.021	1.00001	  -1.69	  -0.15	 -0.002	0.99996			#	   0.07	  81.16	
     68	   0.58	   0.98	 -0.059	0.99999	   0.58	   0.76	 -0.068	0.99983			#	   0.08	  80.90	
