     50	  -8.04	  -2.15	  0.119	1.00065	  -9.18	  -1.45	  0.193	1.00332			#	   1.60	  44.05	
     51	  -9.75	  -2.94	  0.140	1.00044	 -11.63	  -2.52	  0.188	1.00347			#	   1.55	  37.02	
     52	  -9.47	  -3.01	  0.197	0.99982	 -13.61	  -3.35	  0.251	1.00244			#	   1.32	  38.11	
     53	  -5.89	  -1.45	  0.239	1.00061	  -9.17	  -1.41	  0.283	1.00295			#	   0.69	  45.31	
     54	  -5.42	  -0.58	  0.244	1.00069	  -6.39	  -0.54	  0.297	1.00257			#	   0.51	  47.09	
     55	  -8.17	   0.41	  0.240	1.00044	  -9.25	   0.43	  0.322	1.00262			#	   1.09	  41.28	
     56	 -10.45	   2.15	  0.234	1.00032	 -11.56	   1.40	  0.308	1.00235			#	   1.77	  37.37	
     57	 -12.50	   2.81	  0.258	0.99904	 -13.87	   3.44	  0.309	1.00198			#	   2.07	  33.72	
     58	 -15.25	   2.61	  0.314	0.99744	 -16.95	   1.26	  0.327	1.00144			#	   2.12	  29.77	
     59	 -19.06	   5.04	  0.320	0.99588	 -21.06	   2.62	  0.393	1.00032			#	   3.36	  25.04	
     60	 -22.17	   7.02	  0.290	0.99557	 -25.15	   4.89	  0.345	1.00092			#	   3.71	  22.92	
     61	 -25.69	   7.71	  0.282	0.99413	 -27.91	   5.30	  0.321	0.99993			#	   3.30	  20.96	
     62	 -28.15	   7.41	  0.276	0.99426	 -33.34	   4.36	  0.310	0.99901			#	   4.61	  19.62	
     63	 -24.17	   9.03	  0.353	0.99648	 -30.45	   6.63	  0.402	1.00045			#	   2.86	  21.96	
     64	 -19.27	  10.61	  0.380	0.99822	 -24.57	  10.31	  0.482	1.00106			#	   1.71	  27.21	
     65	 -16.59	   9.22	  0.312	0.99905	 -19.57	  10.47	  0.423	1.00090			#	   1.45	  28.65	
     66	 -16.83	   7.19	  0.237	0.99802	 -19.64	   7.27	  0.321	0.99996			#	   1.63	  28.30	
     67	 -14.88	   7.37	  0.225	0.99848	 -19.68	   6.96	  0.330	1.00058			#	   1.10	  31.68	
     68	 -13.25	   6.82	  0.189	0.99974	 -15.24	   7.87	  0.265	1.00079			#	   0.87	  37.63	
     69	 -14.15	   5.52	  0.210	1.00086	 -15.44	   6.73	  0.314	1.00095			#	   1.39	  33.29	
     70	 -16.88	   6.38	  0.225	0.99992	 -17.60	   6.03	  0.366	1.00020			#	   1.96	  32.20	
     71	 -18.31	   6.23	  0.232	0.99998	 -19.99	   7.76	  0.372	1.00145			#	   2.23	  29.82	
     72	 -20.32	   1.92	  0.243	1.00017	 -21.45	   4.61	  0.388	1.00071			#	   2.51	  27.21	
     73	 -21.56	  -1.12	  0.258	0.99952	 -22.76	   0.26	  0.378	1.00241			#	   3.19	  28.47	
     74	 -26.31	  -1.98	  0.280	0.99940	 -25.46	  -1.86	  0.433	1.00269			#	   3.31	  23.83	
     75	 -30.26	  -3.18	  0.300	0.99639	 -32.96	  -3.42	  0.561	0.99855			#	   3.96	  23.91	
     76	 -27.73	  -5.01	  0.336	0.99553	 -32.28	  -6.23	  0.494	0.99908			#	   3.15	  26.52	
     77	 -26.11	  -5.28	  0.361	0.99605	 -30.11	  -6.40	  0.541	1.00025			#	   2.90	  26.52	
     78	 -22.94	  -7.84	  0.344	0.99717	 -27.60	  -7.39	  0.510	1.00059			#	   2.67	  27.82	
     79	 -19.49	  -8.56	  0.389	0.99825	 -23.06	 -10.14	  0.520	1.00080			#	   1.70	  31.68	
     80	 -17.09	  -6.64	  0.362	0.99838	 -19.71	  -7.09	  0.515	1.00181			#	   1.29	  31.29	
     81	 -18.08	  -9.48	  0.313	0.99825	 -19.06	  -7.45	  0.472	1.00181			#	   1.55	  31.55	
     82	 -19.00	 -14.36	  0.320	0.99840	 -20.56	 -14.21	  0.410	1.00159			#	   2.20	  31.51	
     83	 -18.51	 -13.80	  0.324	0.99846	 -20.44	 -14.56	  0.460	1.00284			#	   2.35	  29.12	
     84	 -17.38	 -14.77	  0.329	0.99865	 -20.04	 -14.19	  0.493	1.00265			#	   2.80	  30.25	
     85	 -13.40	 -18.97	  0.258	0.99937	 -17.11	 -16.24	  0.401	1.00418			#	   2.19	  30.73	
     86	  -9.43	 -26.22	  0.172	1.00011	 -11.74	 -22.95	  0.257	1.00499			#	   2.67	  31.73	
     87	  -6.11	 -31.21	  0.114	1.00039	  -9.01	 -29.94	  0.195	1.00670			#	   2.70	  27.73	
     88	  -4.21	 -32.95	  0.026	1.00084	  -6.14	 -31.95	  0.103	1.00783			#	   2.42	  23.35	
     89	  -3.10	 -34.98	 -0.054	1.00124	  -4.21	 -34.22	 -0.047	1.00830			#	   2.63	  20.96	
     90	  -4.23	 -34.10	 -0.057	1.00088	  -5.50	 -34.69	  0.004	1.00841			#	   2.42	  21.44	
     91	  -2.50	 -33.32	 -0.092	1.00132	  -5.69	 -33.47	 -0.068	1.00912			#	   2.85	  21.05	
     92	   0.43	 -32.25	 -0.083	1.00173	  -2.74	 -32.63	 -0.072	1.00912			#	   2.73	  18.71	
     93	   5.99	 -31.71	 -0.144	1.00284	   0.95	 -31.05	 -0.272	1.00942			#	   2.68	  14.02	
     94	  12.71	 -28.32	 -0.159	1.00517	   7.40	 -28.15	 -0.320	1.01356			#	   3.24	  11.68	
     95	  15.80	 -26.78	 -0.223	1.00501	  13.76	 -25.39	 -0.472	1.01148			#	   2.62	  11.02	
     96	  14.25	 -22.16	 -0.100	1.00720	  12.92	 -23.50	 -0.226	1.00999			#	   2.36	  17.01	
     97	  14.09	 -11.09	 -0.021	1.00657	  13.71	 -12.56	 -0.131	1.00818			#	   2.18	  17.45	
     98	  13.42	  -1.80	  0.071	1.00660	  11.17	  -1.40	  0.026	1.00703			#	   2.06	  17.06	
     99	  14.76	   0.46	  0.051	1.00670	  14.17	   4.69	 -0.062	1.00557			#	   2.09	  19.31	
    100	  11.74	   0.67	  0.073	1.00580	  12.90	   3.26	 -0.012	1.00606			#	   1.47	  18.62	
    101	   6.91	   0.34	  0.099	1.00472	   8.45	   3.23	  0.060	1.00360			#	   0.78	  22.66	
    102	   0.39	   1.56	  0.106	1.00326	   2.82	   2.83	  0.145	1.00278			#	   0.11	  25.22	
    103	  -4.68	   1.27	  0.045	1.00199	  -4.80	   2.74	  0.120	1.00042			#	   0.18	  25.09	
    104	  -5.28	   0.49	  0.073	1.00285	  -5.67	   3.62	  0.111	1.00319			#	   0.23	  23.74	
    105	  -5.94	  -2.87	  0.092	1.00233	  -6.02	  -0.73	  0.105	1.00260			#	   0.37	  24.44	
    106	  -6.71	  -4.13	  0.108	1.00213	  -7.00	  -2.12	  0.125	1.00287			#	   0.72	  23.74	
    107	 -10.00	  -3.49	  0.139	1.00054	  -8.26	  -4.68	  0.248	1.00063			#	   1.98	  25.39	
    108	 -12.52	  -1.17	  0.167	1.00075	 -14.05	  -1.46	  0.324	1.00151			#	   1.63	  26.95	
    109	  -8.83	  -1.35	  0.134	1.00099	 -12.49	  -1.69	  0.234	1.00061			#	   0.80	  25.87	
    110	  -3.81	   1.40	  0.113	1.00136	  -6.79	   0.22	  0.165	1.00211			#	   0.20	  18.01	
    111	  -1.33	   2.91	  0.142	1.00188	  -4.76	   4.06	  0.207	1.00251			#	   0.11	  19.57	
    112	   2.19	   1.23	  0.140	1.00401	  -0.86	   3.78	  0.137	1.00220			#	   0.30	  20.92	
    113	   6.03	   1.89	  0.113	1.00464	   4.24	   3.38	  0.025	1.00376			#	   0.74	  18.58	
    114	   5.60	   4.72	  0.134	1.00458	   4.94	   6.66	  0.123	1.00437			#	   0.89	  17.49	
    115	   4.38	   4.03	  0.106	1.00431	   3.38	   6.58	  0.118	1.00277			#	   0.76	  17.14	
    116	   4.85	   3.59	  0.077	1.00436	   3.41	   6.71	  0.058	1.00354			#	   0.81	  19.10	
    117	   4.91	   0.76	  0.017	1.00432	   4.35	   4.54	 -0.006	1.00320			#	   0.66	  19.88	
    118	   3.22	  -0.21	  0.013	1.00403	   3.36	   1.76	 -0.055	1.00371			#	   0.31	  20.01	
    119	   0.50	   0.52	  0.038	1.00352	   0.32	   2.32	  0.075	1.00300			#	   0.11	  20.18	
    120	   0.40	   0.32	 -0.030	1.00355	  -1.20	   1.86	 -0.009	1.00236			#	   0.16	  19.10	
    121	   2.35	   2.48	 -0.037	1.00390	   0.27	   3.52	 -0.015	1.00313			#	   0.53	  18.66	
    122	   5.94	   2.97	 -0.100	1.00462	   2.28	   6.28	 -0.130	1.00414			#	   2.24	  17.71	
    123	  10.89	   0.24	 -0.107	1.00590	   8.34	   4.37	 -0.153	1.00541			#	   2.96	  15.49	
    124	  13.54	  -1.42	 -0.133	1.00548	  11.32	   1.59	 -0.188	1.00579			#	   2.43	  15.15	
    125	  14.94	  -1.78	 -0.157	1.00287	  13.55	   0.45	 -0.210	1.00291			#	   3.42	  14.54	
    126	  13.25	  -3.63	 -0.139	1.00189	  12.50	  -2.03	 -0.114	1.00160			#	   3.07	  13.93	
    127	  12.01	  -3.41	 -0.130	1.00204	  10.43	  -3.05	 -0.122	1.00191			#	   3.36	  11.37	
    128	  12.58	  -1.06	 -0.194	0.99943	  11.24	  -2.37	 -0.209	1.00059			#	   3.71	  11.85	
    129	  12.37	  -0.33	 -0.170	0.99946	  12.76	  -0.56	 -0.209	0.99912			#	   3.39	  12.33	
    130	   8.64	  -0.00	 -0.193	0.99883	   9.26	  -0.90	 -0.151	0.99921			#	   3.00	  12.41	
    131	   7.78	   0.49	 -0.253	0.99883	   6.24	   0.15	 -0.163	0.99956			#	   2.79	  11.81	
    132	   9.79	  -0.32	 -0.336	0.99834	   7.81	  -1.68	 -0.283	0.99750			#	   2.98	  10.59	
    133	  12.67	   3.02	 -0.361	0.99828	  10.67	   0.20	 -0.394	0.99848			#	   3.11	  11.11	
    134	  14.50	   5.47	 -0.368	0.99810	  13.32	   4.66	 -0.384	0.99811			#	   3.11	  10.76	
    135	  15.67	   4.89	 -0.359	0.99775	  13.81	   4.82	 -0.325	0.99793			#	   3.42	  11.33	
    136	  18.40	   1.58	 -0.468	0.99706	  16.84	   1.87	 -0.495	0.99693			#	   3.73	   9.11	
    137									skipped		#	   3.56	   7.64	
    138									skipped		#	   3.20	   7.47	
    139									skipped		#	   2.88	   7.29	
    140	   7.68	   1.59	 -0.354	0.99377	   9.83	  -1.09	 -0.389	0.99399			#	   2.28	   9.64	
    141									skipped		#	   1.63	   7.86	
    142									skipped		#	   1.57	   6.42	
    143									skipped		#	   1.33	   6.51	
    144									skipped		#	   0.86	   5.34	
    145									skipped		#	   1.17	   4.64	
    146									skipped		#	   2.85	   2.13	
    147									skipped		#	   1.59	   1.48	
    148									skipped		#	   1.82	   1.56	
    149									skipped		#	   2.64	   0.87	
    150									skipped		#	   3.08	   0.22	
    151									skipped		#	   0.55	   0.22	
    152									skipped		#	   3.12	   0.22	
    153									skipped	n_scene	#	  96.55	   0.00	blank
    154									skipped	n_scene	#	 141.42	   0.00	blank
    155									skipped	n_scene	#	 141.42	   0.00	blank
    156									skipped	n_scene	#	 141.42	   0.00	blank
    157									skipped	n_scene	#	 141.42	   0.00	blank
    158									skipped	n_scene	#	 141.42	   0.00	blank
    159									skipped	n_scene	#	 141.42	   0.00	blank
    160									skipped	n_scene	#	  70.51	   0.00	blank
    161									skipped	n_scene	#	  55.60	   0.00	blank
    162									skipped	n_scene	#	  50.72	   0.00	
    163									skipped	n_scene	#	  22.82	   0.00	
    164									skipped		#	   1.47	   0.22	
    165									skipped		#	   1.35	   0.35	
    166									skipped		#	   1.14	   0.26	
    167									skipped		#	   1.51	   0.22	
    168									skipped		#	   2.13	   0.26	
    169									skipped		#	   2.05	   0.35	
    170									skipped		#	   2.07	   0.69	
    171									skipped		#	   3.14	   0.52	
    172									skipped		#	   2.03	   0.43	
    173									skipped		#	   2.56	   0.74	
    174									skipped		#	   2.20	   7.51	
    175	  15.74	   9.50	 -0.134	1.00014	  12.16	  10.04	 -0.220	0.99992			#	   1.15	  10.16	
    176	  17.20	   8.09	 -0.134	1.00290	  11.87	  11.01	 -0.269	1.00180			#	   0.85	  10.94	
    177	  19.53	   6.81	 -0.148	1.00569	  15.90	  11.25	 -0.348	1.00444			#	   0.75	  13.98	
    178									skipped		#	   0.88	   0.48	
    179	  18.13	   6.41	 -0.042	1.00712	  16.55	  10.58	 -0.115	1.00775			#	   0.88	  19.40	
    180	  15.68	   4.69	 -0.057	1.00551	  12.94	   8.14	 -0.099	1.00560			#	   1.41	  17.23	
    181	  14.61	   3.40	 -0.117	1.00381	  13.74	   5.76	 -0.148	1.00319			#	   1.99	  23.52	
    182	  13.87	   3.88	 -0.104	1.00207	  12.34	   4.54	 -0.136	1.00223			#	   1.93	  26.87	
    183	  13.24	   4.78	 -0.060	1.00311	  10.98	   6.49	 -0.072	1.00320			#	   2.23	  29.90	
    184	  14.45	   4.87	 -0.117	1.00250	  12.81	   6.79	 -0.147	1.00234			#	   2.94	  29.86	
    185	  16.21	   4.61	 -0.151	1.00369	  14.16	   8.38	 -0.230	1.00372			#	   5.98	  21.96	
    186	  17.04	   3.03	 -0.076	1.00579	  12.58	   6.28	 -0.104	1.00601			#	   5.97	  38.59	
    187	  21.08	   4.12	 -0.060	1.00646	  14.82	   6.96	 -0.106	1.00729			#	   5.28	  39.97	
    188	  27.23	   4.02	 -0.076	1.00648	  20.28	   8.14	 -0.143	1.00764			#	   6.11	  39.76	
    189	  32.19	   1.77	 -0.092	1.00603	  27.19	   6.60	 -0.208	1.00735			#	   4.51	  39.37	
    190	  31.48	   0.43	 -0.077	1.00541	  30.13	   2.45	 -0.167	1.00683			#	   4.49	  40.32	
    191	  26.06	   3.11	 -0.102	1.00454	  24.66	   5.00	 -0.132	1.00665			#	   3.43	  42.14	
    192	  21.73	   4.25	 -0.083	1.00535	  19.10	   6.64	 -0.107	1.00638			#	   2.41	  40.71	
    193	  21.24	   5.38	 -0.068	1.00417	  17.33	   8.05	 -0.132	1.00436			#	   2.05	  41.75	
    194	  20.63	   4.67	 -0.048	1.00420	  17.76	   8.53	 -0.097	1.00496			#	   2.33	  43.75	
    195	  18.55	   2.63	 -0.055	1.00388	  16.26	   5.15	 -0.079	1.00390			#	   2.03	  42.84	
    196	  15.93	   3.64	 -0.058	1.00369	  13.40	   6.12	 -0.052	1.00466			#	   1.45	  39.24	
    197	  16.10	   3.46	 -0.046	1.00415	  11.37	   6.60	 -0.036	1.00558			#	   1.69	  40.58	
    198	  17.21	   1.98	 -0.069	1.00353	  13.57	   5.32	 -0.087	1.00466			#	   2.18	  38.54	
    199	  17.73	   1.09	 -0.038	1.00318	  14.18	   3.36	 -0.085	1.00461			#	   2.31	  37.89	
    200	  15.65	   1.16	 -0.041	1.00320	  14.10	   2.98	 -0.056	1.00377			#	   1.66	  35.37	
    201	  11.07	   3.19	 -0.020	1.00392	   9.66	   4.94	 -0.023	1.00528			#	   0.85	  33.51	
    202	   7.35	   4.79	  0.004	1.00517	   4.33	   7.94	  0.080	1.00616			#	   0.32	  32.77	
    203	   8.43	   5.01	 -0.005	1.00473	   3.98	   8.07	  0.029	1.00627			#	   0.46	  33.07	
    204	  10.74	   3.86	  0.027	1.00392	   6.02	   7.25	  0.023	1.00480			#	   0.76	  34.16	
    205	  12.82	   3.61	  0.052	1.00296	   8.79	   5.71	  0.014	1.00365			#	   1.10	  32.90	
    206	  13.03	   3.22	  0.105	1.00309	   9.47	   5.69	  0.102	1.00343			#	   1.43	  34.07	
    207	  13.21	   3.18	  0.125	1.00316	   9.96	   6.15	  0.095	1.00412			#	   1.69	  33.29	
    208	  11.70	   0.95	  0.125	1.00324	   9.23	   4.33	  0.136	1.00347			#	   1.27	  32.64	
    209	   9.60	   0.07	  0.136	1.00409	   6.57	   3.41	  0.156	1.00545			#	   0.69	  32.34	
    210	   8.91	  -1.70	  0.176	1.00398	   5.62	   2.44	  0.172	1.00528			#	   0.60	  31.99	
    211	   9.32	  -4.20	  0.234	1.00432	   4.57	  -0.57	  0.253	1.00619			#	   0.62	  32.03	
    212	  10.89	  -6.00	  0.198	1.00407	   7.25	  -2.34	  0.199	1.00635			#	   1.16	  31.34	
    213	   9.65	  -7.37	  0.175	1.00453	   6.51	  -4.23	  0.194	1.00676			#	   0.90	  30.64	
    214	   9.05	  -6.99	  0.170	1.00474	   4.44	  -4.77	  0.231	1.00692			#	   1.09	  30.51	
    215	  10.22	  -4.96	  0.133	1.00498	   6.31	  -1.95	  0.122	1.00790			#	   1.00	  29.82	
    216	  10.37	  -6.50	  0.154	1.00458	   5.47	  -2.44	  0.187	1.00656			#	   1.21	  29.60	
    217	  11.88	  -6.31	  0.140	1.00457	   6.64	  -4.50	  0.175	1.00665			#	   1.55	  29.12	
    218	  14.29	  -3.97	  0.087	1.00383	   8.36	  -2.39	  0.112	1.00627			#	   1.69	  28.91	
    219	  17.89	  -2.31	  0.063	1.00322	  11.24	  -1.04	  0.055	1.00545			#	   2.38	  29.30	
    220	  20.39	  -0.92	  0.026	1.00232	  16.25	   0.81	 -0.043	1.00425			#	   2.47	  29.47	
    221	  18.40	  -1.93	  0.061	1.00285	  14.32	   0.84	  0.080	1.00432			#	   1.83	  28.65	
    222	  16.92	  -1.11	  0.032	1.00365	  12.92	   0.62	  0.024	1.00581			#	   1.63	  28.56	
    223	  15.06	  -1.85	  0.025	1.00406	  10.83	   1.38	  0.030	1.00519			#	   1.17	  28.47	
    224	  14.07	  -1.14	  0.080	1.00430	   8.72	   0.27	  0.070	1.00577			#	   0.83	  27.95	
    225	  14.18	   1.21	  0.107	1.00428	   9.75	   2.95	  0.048	1.00537			#	   0.70	  27.21	
    226	  11.96	   1.72	  0.157	1.00609	   7.50	   6.12	  0.227	1.00796			#	   0.51	  26.69	
    227	  12.36	  -0.74	  0.125	1.00544	   5.77	   3.08	  0.161	1.00670			#	   0.65	  26.39	
    228	  14.67	  -0.39	  0.109	1.00447	   8.26	   1.18	  0.065	1.00597			#	   1.22	  26.30	
    229	  16.30	   1.38	  0.161	1.00459	  10.25	   3.13	  0.129	1.00653			#	   1.90	  25.48	
    230	  16.70	   2.57	  0.226	1.00433	  11.09	   5.30	  0.210	1.00606			#	   1.80	  24.96	
    231	  17.34	   1.17	  0.269	1.00401	  11.03	   4.58	  0.270	1.00503			#	   1.63	  24.09	
    232	  17.03	   0.98	  0.218	1.00461	  11.91	   2.50	  0.191	1.00569			#	   1.50	  22.70	
    233	  14.65	   2.66	  0.226	1.00602	   9.85	   5.39	  0.214	1.00705			#	   1.26	  22.70	
    234	  12.66	   4.35	  0.239	1.00648	   6.70	   5.78	  0.248	1.00658			#	   1.02	  23.26	
    235	  11.66	   8.35	  0.243	1.00779	   6.16	  11.66	  0.284	1.00866			#	   1.21	  22.53	
    236	  11.62	   9.02	  0.255	1.00748	   4.64	  12.20	  0.271	1.00704			#	   1.81	  22.66	
    237	  11.81	  12.15	  0.264	1.00726	   4.63	  12.93	  0.309	1.00574			#	   2.02	  22.70	
    238	  11.85	  20.62	  0.209	1.00788	   5.64	  19.19	  0.180	1.00566			#	   3.05	  22.70	
    239	  11.12	  29.31	  0.222	1.00834	   5.07	  30.07	  0.226	1.00430			#	   5.17	  22.35	
    240	  10.32	  35.42	  0.203	1.00947	   3.74	  38.45	  0.284	1.00599			#	   3.07	  22.35	
    241	  12.88	  37.81	  0.147	1.00840	   4.18	  41.50	  0.228	1.00427			#	   2.58	  21.53	
    242	  16.52	  37.37	  0.018	1.00699	   8.77	  42.51	  0.066	1.00370			#	   3.60	  22.48	
    243	  17.79	  32.91	  0.017	1.00721	  10.43	  40.02	  0.059	1.00331			#	   4.10	  21.05	
    244	  18.90	  28.92	  0.019	1.00738	  11.41	  34.65	  0.051	1.00547			#	   3.36	  22.92	
    245	  20.37	  27.25	  0.090	1.00674	  12.04	  32.36	  0.096	1.00373			#	   3.02	  22.44	
    246	  21.26	  27.19	  0.118	1.00644	  13.76	  31.70	  0.147	1.00475			#	   1.75	  21.96	
    247	  52.77	  51.49	  0.205	1.01103	  34.82	  61.61	  0.241	1.00998			#	   4.45	  16.88	
    248	  29.45	  22.65	  0.084	1.00491	  20.52	  26.96	  0.100	1.00398			#	   1.80	  18.53	
    249	  31.09	  23.75	  0.160	1.00311	  23.39	  26.98	  0.098	1.00382			#	   2.40	  17.75	
    250	  31.06	  22.12	  0.191	1.00398	  23.52	  26.01	  0.162	1.00283			#	   2.03	  16.45	
    251	  28.38	  21.96	  0.170	1.00562	  21.78	  26.23	  0.180	1.00564			#	   1.86	  15.45	
    252	  25.66	  21.67	  0.148	1.00716	  18.39	  26.94	  0.183	1.00737			#	   1.44	  14.32	
    253	  25.14	  22.05	  0.237	1.00792	  17.07	  27.13	  0.193	1.00849			#	   1.67	  13.19	
    254	  24.64	  22.25	  0.290	1.00889	  15.02	  26.85	  0.304	1.00862			#	   1.43	  11.81	
    255	  24.61	  25.20	  0.338	1.00855	  15.31	  29.05	  0.295	1.00956			#	   2.05	  11.07	
    256	  24.83	  26.31	  0.371	1.00928	  15.41	  30.22	  0.314	1.00879			#	   2.19	   9.94	
    257	  23.32	  28.79	  0.389	1.00916	  13.62	  31.76	  0.363	1.00878			#	   3.12	   8.85	
    258	  25.12	  35.55	  0.507	1.00830	  15.54	  36.06	  0.340	1.00924			#	   3.52	   8.03	
    259									skipped		#	   3.09	   6.90	
    260									skipped		#	   2.85	   6.64	
    261	  11.04	  19.78	 -0.468	0.98577	  13.35	  13.29	 -0.585	0.98291			#	   2.35	  49.31	
    262	   7.80	  20.71	 -0.455	0.98644	  10.60	  15.18	 -0.534	0.98472			#	   1.97	  53.30	
    263	   6.15	  18.98	 -0.438	0.98709	   7.03	  14.45	 -0.496	0.98519			#	   1.33	  54.95	
    264	   7.25	  18.18	 -0.447	0.98664	   7.77	  12.46	 -0.520	0.98465			#	   0.90	  54.86	
    265	   8.66	  18.83	 -0.435	0.98624	   9.11	  13.00	 -0.534	0.98500			#	   0.92	  53.26	
