      1	   3.44	   1.56	  0.046	0.99997	   3.03	   1.05	  0.034	1.00019			#	   0.13	  63.67	
      2	   3.75	   3.31	  0.018	1.00005	   3.64	   2.97	 -0.018	1.00011			#	   0.97	  64.76	
      3	   1.94	   2.93	  0.041	0.99993	   2.71	   3.16	  0.035	0.99976			#	   0.58	  63.85	
      4	   1.83	   2.69	  0.016	1.00003	   0.78	   2.27	  0.023	0.99981			#	   0.51	  64.58	
      5	   6.36	   5.13	 -0.032	1.00053	   5.30	   4.78	 -0.090	1.00028			#	   2.20	  57.51	
      6	   5.90	   5.09	  0.029	1.00039	   6.30	   5.66	 -0.041	1.00043			#	   1.08	  57.34	
      7	   3.04	   3.17	  0.102	1.00001	   3.47	   3.61	  0.076	0.99999			#	   0.59	  65.02	
      8	   3.56	   2.86	  0.079	1.00006	   2.34	   2.22	  0.080	1.00017			#	   0.52	  64.45	
      9	   7.91	   4.90	  0.068	1.00068	   6.97	   5.00	 -0.019	1.00051			#	   1.69	  54.95	
     10	   5.77	   3.99	  0.084	1.00019	   6.58	   4.81	  0.046	1.00056			#	   0.72	  63.19	
     11	   4.13	   2.07	  0.077	1.00003	   3.67	   2.12	  0.061	1.00033			#	   0.35	  65.76	
     12	   5.59	   3.10	  0.023	1.00011	   5.00	   2.77	 -0.009	1.00038			#	   0.63	  64.93	
     13	   5.70	   3.83	  0.009	1.00009	   5.67	   3.81	 -0.048	1.00048			#	   0.81	  63.06	
     14	   3.68	   2.95	  0.021	0.99996	   4.44	   3.40	  0.000	1.00017			#	   0.43	  65.97	
     15	   1.33	   1.15	  0.029	0.99987	   1.37	   1.36	  0.038	0.99999			#	   0.10	  65.49	
     16	   4.97	   2.11	  0.004	1.00000	   3.43	   1.36	 -0.052	1.00031			#	   0.56	  65.15	
     17	   6.05	   3.96	  0.043	1.00016	   6.46	   3.96	 -0.001	1.00049			#	   1.16	  62.41	
     18	   3.67	   2.94	  0.001	0.99996	   3.76	   3.34	 -0.017	1.00012			#	   0.45	  67.58	
     19	   3.53	   2.53	  0.048	0.99990	   3.40	   2.27	 -0.001	1.00016			#	   0.47	  68.92	
     20	   3.55	   1.68	  0.087	0.99982	   3.83	   2.29	  0.059	1.00016			#	   0.38	  67.58	
